,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,bpm,zerocrossing,tonnetz0,tonnetz1,tonnetz2,tonnetz3,tonnetz4,tonnetz5
blues.00000.wav,-113.5988193830131,121.57066660893581,-19.162261085220297,42.363937417205136,-6.362265795532669,18.62193138807528,-13.699733743183344,15.339801994341801,-12.274304635880396,10.970945464128777,-8.32606095508928,8.80208811476504,-3.669941218260154,123.046875,0.08304482066898686,0.026547704044444724,0.018224768233283613,0.004864671408023265,-0.0166346409717507,0.009777077026263133,-0.004213120698660847
blues.00001.wav,-207.52382239056297,123.98514263038015,8.947019144126314,35.867149200350944,2.9095945789176922,21.519472655960506,-8.556513009121828,23.370676089248175,-10.10360815390737,11.899242840125316,-5.558824174278988,5.377875756259146,-2.234491947712773,107.666015625,0.05603980870552978,0.0355999538330432,0.0844451231644995,0.041463560205059424,0.007970332670077813,0.020628481095432714,-0.013831145577031821
blues.00002.wav,-90.75716184657888,140.44087446113934,-29.08454731694507,31.68669316239442,-13.976547595185544,25.753752161897804,-13.664991046551958,11.6344420166509,-11.778322214374501,9.71475600099158,-13.125314023072002,5.791246687695211,-8.901966873057942,161.4990234375,0.07629120746326373,0.12009990659927584,-0.06507467078050284,0.06609287353236817,0.04372571150456065,0.00016981448739924345,-0.019679657914672168
blues.00003.wav,-199.57512873083883,150.08611822755228,5.6634036318816054,26.855279969966237,1.7700713250212723,14.232647111848262,-4.827845057064908,9.286852758213566,-0.7561201475566427,8.134434356063904,-3.2000260325544856,6.078081426400135,-2.4784450176339785,172.265625,0.03330886262567672,0.10202878161697285,-0.06180685017679443,0.08682204151997149,0.0747369239733418,-0.005000890327514519,-0.036802736668122185
blues.00004.wav,-160.35415680981936,126.2094881610177,-35.581394768853755,22.13925647431349,-32.473551330034894,10.850701582847828,-23.350069049662245,0.4932491186046822,-11.796538650707182,1.2035192602212494,-13.084958229683576,-2.8104993461444687,-6.934470905758849,135.99917763157896,0.10146053871809745,-0.005247705536378123,0.060672653643107914,-0.1585777048352884,-0.010759201495745312,0.01716966722166437,-0.02894390207425059
blues.00005.wav,-177.80175134431275,118.20315760804509,-17.570629580806415,30.760927030515596,-21.74255214118718,11.919262850344504,-20.73429955963884,3.185288289583476,-8.58081799237906,-0.9328851268237078,-11.772244987901292,-2.408763836691846,-9.348446621084895,112.34714673913044,0.09404153373936582,0.11118024776950412,0.08292870945550998,0.028733433646705237,-0.14639804615730628,-0.007358792857200855,-0.038303907260810816
blues.00006.wav,-190.0688078582333,130.2702283877692,-36.36210961303366,33.03621451244369,11.093891699647866,-0.5918819138064277,-20.890266348595592,0.2784424326674291,-6.496385496475627,-5.5127354003460205,-7.84740362996891,-3.124300793378001,-6.602821643096204,123.046875,0.07305223740815932,-0.03935048582769852,0.10157564195952382,-0.12523497678325082,0.08680499881781102,-0.04433996817521896,0.0038432009772585425
blues.00007.wav,-179.37231160405295,136.44832387748653,-26.662587047660434,39.96545181570363,5.310893964659126,10.919133659642354,-20.55953435656274,8.503360402060864,-11.349764111204749,-3.4705547157909837,-8.415842362664415,-6.9572111139936865,-3.54604265526836,92.28515625,0.061442246108855375,0.010172217571950056,0.037691693152294536,-0.12940826485897236,-0.012093907437516219,0.03051111615077639,-0.0032060254485492237
blues.00008.wav,-121.38979352705256,122.49832916554793,-14.734728031557655,46.12213720467694,-8.17925819884395,20.172466380747824,-19.171892208847442,23.03683861428605,-11.83272883316757,21.154655058902083,-6.72279764853608,6.989505238087714,-12.730549018348913,83.35433467741936,0.06402488761600927,0.08566809223709286,-0.0076503972137165486,0.025880481500383003,0.07042347060765687,-0.012808171425656144,-0.019046327010069357
blues.00009.wav,-213.2642228760096,115.16476024699968,-11.698170028943842,39.01535837359191,-20.348330072903025,13.082701683102057,-9.182700561127595,9.017152077337613,-14.104311381431392,4.271254118304333,-6.050780461477339,3.7858355712644003,0.2226354862604368,129.19921875,0.07917482356921887,0.07890590150379487,0.09116606043811476,0.018371032105077255,-0.016988131726897004,-0.006768630329039143,-0.052656223058408114
blues.00010.wav,-173.81046187361358,137.1735502178136,-23.723032045052065,26.97967599896168,-16.675211618129346,4.194730540623706,-12.571788727764648,5.851668812651461,-2.8769505343069333,-1.178381002794055,-1.9682403562586157,1.8011796087983127,-3.006950417076859,161.4990234375,0.06295882576856149,-0.03743059976126397,0.08402090474255255,0.012897145154339115,0.03011392696911113,-0.008619401443959266,0.001365042687735887
blues.00011.wav,-287.9318823523053,124.01077019670447,5.467447815954178,33.66307020122841,1.0916540529017105,14.703699240390405,-4.881141926375868,8.668892125507611,0.7843314604768897,6.57608030643098,-4.875815354431681,-3.1767611693121256,-5.538258190855257,161.4990234375,0.043930584759280744,0.13202455056854837,-0.09256996204461176,0.09647927474812502,0.15663017416898695,0.055674802739652654,-0.04178465819342834
blues.00012.wav,-207.2382935496697,132.82741087864096,-15.454079733900755,60.980972889127976,0.7190263697276812,12.461328444646618,1.163385067005445,-1.532919769553498,-17.895847308421356,8.360362400467185,-2.4596508907907615,-0.5846391635365663,0.3722644527669642,92.28515625,0.06909500676720805,0.045176120460005555,-0.13656427668448506,0.08724083319631938,-0.04931451349712955,-0.07121435888693159,-0.007046101233444434
blues.00013.wav,-209.80392156897454,124.46475836332695,10.309394165066813,47.01635709059211,6.478226781444594,15.415120086186816,-2.0159416870291116,6.726218761367708,-21.5432223379151,10.72083494036076,-5.532846747232747,-2.1957275949170767,-3.0491857129910476,107.666015625,0.0514017032820959,-0.07801381990690238,0.01292984613186608,-0.0036344202271358745,-0.11009923444321845,-0.0060589283085119615,-0.04641872508399482
blues.00014.wav,-305.66436758137263,113.07102262374512,12.107334159965767,45.05219677042242,17.734384441550905,14.590069832278838,4.1479961063658095,0.2263114328128095,-7.0215871965617795,13.646476586475357,8.914210587843664,1.303798666533604,5.954978870537653,151.99908088235293,0.045036675850734724,0.0330356445180665,-0.0024813735903336056,0.02192537667199518,-0.052377497350936816,-0.04723378028717222,-0.02408325443712725
blues.00015.wav,-238.5196221802277,120.102178102303,-4.221948196548228,42.29459381403152,5.92382188421391,13.911397907597697,5.35052379318106,1.8952673461636829,-16.928088523580044,12.343145782391598,3.938899407426885,-1.3966830417323692,0.01302777367592872,99.38401442307692,0.06370125495456304,-0.0007189179931996653,-0.050162935145004806,0.021655218528795078,-0.0249194863662183,-0.020279566321896633,-0.019195972915165477
blues.00016.wav,-233.77281892603898,120.66433591318979,-3.164092822739392,39.51482911077195,3.83152417321124,18.828154506615586,-3.6787383711456747,4.425468476862291,-14.964927464274131,17.57147763649899,1.846124862129847,2.5500885821527413,-1.2302391214868125,103.359375,0.06134406117072699,0.03160521833144206,-0.03896519581926138,-0.03479322445076846,0.06430694543557015,0.007090452505387971,0.013617246032153002
blues.00017.wav,-245.68722228531863,140.48124526953936,-2.791218574240239,60.40451612347148,18.90351237770392,9.828394207573291,3.563824287336968,0.5228624651431807,-16.378489113577743,6.62935273179299,7.258424086676304,-4.021234783436887,1.6011250104257448,161.4990234375,0.048326248912412995,0.05524631182624387,-0.057940688456953604,-0.04717386429531584,0.05327574403384619,-0.014482942185944493,0.029193798205415494
blues.00018.wav,-252.48176456696288,104.9451612471059,15.296443968020201,42.687838242022636,6.770451930068485,21.61176568016191,-1.3111783490794995,5.681745094090862,-16.63687305646817,12.169349938066357,-1.9619532049059498,1.960265245464359,-0.89822779822164,83.35433467741936,0.056141769987432324,-0.04239410261023377,0.0011809463117385434,-0.027483288463772747,-0.03726454340180782,-0.021568859995846425,-0.024378500577733664
blues.00019.wav,-236.6794670913354,138.40560008238566,-4.930479443324507,47.65449871762446,5.1578503153981945,8.887806652473936,0.48740573664471704,-3.788341956563173,-14.984866195930959,10.428945313312246,-0.3413842678392754,0.7833589084809451,1.780983732948447,123.046875,0.05888603900812065,0.0685373317840992,-0.040781389149890386,-0.06329383711458088,0.07673677809432722,0.0045849109839413175,0.023082461157685457
blues.00020.wav,-230.36377010655238,127.07772854585936,7.11469622707745,39.767059973156556,1.9217218157632905,17.410605969182622,-5.626917784009345,8.240665084730663,-18.116041016182233,13.844724231177029,-3.75711097384458,2.5798488444398746,-4.316714448677138,135.99917763157896,0.05258634232405259,0.05304590817608025,-0.07784449371436682,0.05454556309752738,0.08742192794251188,-0.012755459449186341,-0.021899182860842525
blues.00021.wav,-264.67124144310003,138.8543350266931,11.167329347165905,48.52392864185807,14.90431150025346,20.586437669679903,3.2061761727085525,1.2635794717757995,-15.839373692259342,15.975112854938866,3.3582179926260904,-1.5066409128252056,1.8969208540716147,99.38401442307692,0.047907452387857694,-0.04177704636390364,-0.08559277606044556,-0.06411234445852639,-0.06074477315859495,-0.043307003578343634,0.031552813552847246
